"","year","State","Population","Violent_Crime_Total","Murder_Nonnegligent_Manslaughter","Legacy_Rape","Revised_Rape","Robbery","Aggravated_Assault","State.1","Population.1","Property_Crime_Total","Burglary","Larceny_Theft","Motor_Vehicle_Theft","State.2","Population.2","Violent_Crime_Rate","Murder_Nonnegligent_Manslaughter_Rate","Legacy_Rape_Rate","Revised_Rape_Rate","Robbery_Rate","Aggravated_Assault_Rate","State.3","Population.3","Property_Crime_Rate","Burglary_Rate","Larceny_Theft_Rate","Motor_Vehicle_Theft_Rate"
"135",1996,"New Jersey","7,988,000","42,459","338","1,976",NA,"18,838","21,307","New Jersey","7,988,000","303,657","63,259","193,961","46,437","New Jersey","7,988,000","531.5",4.2,24.7,NA,"235.8","266.7","New Jersey","7,988,000","3,801.4","791.9","2,428.2","581.3"
"136",1996,"New Mexico","1,713,000","14,399","197","1,088",NA,"2,782","10,332","New Mexico","1,713,000","98,698","23,586","65,139","9,973","New Mexico","1,713,000","840.6",11.5,63.5,NA,"162.4","603.2","New Mexico","1,713,000","5,761.7","1,376.9","3,802.6","582.2"
"137",1996,"New York","18,185,000","132,206","1,353","4,174",NA,"61,822","64,857","New York","18,185,000","619,250","129,828","399,522","89,900","New York","18,185,000","727",7.4,23,NA,"340","356.7","New York","18,185,000","3,405.3","713.9","2,197.0","494.4"
"138",1996,"North Carolina","7,323,000","43,068","619","2,289",NA,"12,001","28,159","North Carolina","7,323,000","361,616","98,539","238,511","24,566","North Carolina","7,323,000","588.1",8.5,31.3,NA,"163.9","384.5","North Carolina","7,323,000","4,938.1","1,345.6","3,257.0","335.5"
"139",1996,"North Dakota","644,000","541","14","155",NA,"71","301","North Dakota","644,000","16,648","1,991","13,433","1,224","North Dakota","644,000","84",2.2,24.1,NA,"11","46.7","North Dakota","644,000","2,585.1","309.2","2,085.9","190.1"
"140",1996,"Ohio","11,173,000","47,896","538","4,617",NA,"18,336","24,405","Ohio","11,173,000","449,935","93,336","311,071","45,528","Ohio","11,173,000","428.7",4.8,41.3,NA,"164.1","218.4","Ohio","11,173,000","4,027.0","835.4","2,784.1","407.5"
"141",1996,"Oklahoma","3,301,000","19,710","223","1,545",NA,"3,519","14,423","Oklahoma","3,301,000","166,892","41,447","109,506","15,939","Oklahoma","3,301,000","597.1",6.8,46.8,NA,"106.8","436.9","Oklahoma","3,301,000","5,055.8","1,255.6","3,317.4","482.9"
"142",1996,"Oregon","3,204,000","14,837","129","1,272",NA,"3,914","9,522","Oregon","3,204,000","177,295","31,664","128,618","17,013","Oregon","3,204,000","463.1",4,39.7,NA,"122.2","297.2","Oregon","3,204,000","5,533.6","988.3","4,014.3","531"
"143",1996,"Pennsylvania","12,056,000","57,905","686","3,034",NA,"22,784","31,401","Pennsylvania","12,056,000","370,851","71,357","250,758","48,736","Pennsylvania","12,056,000","480.3",5.7,25.2,NA,"189","260.5","Pennsylvania","12,056,000","3,076.1","591.9","2,079.9","404.2"
"144",1996,"Rhode Island","990,000","3,437","25","287",NA,"824","2,301","Rhode Island","990,000","36,099","8,135","23,367","4,597","Rhode Island","990,000","347.2",2.5,29,NA,"83.2","232.4","Rhode Island","990,000","3,646.4","821.7","2,360.3","464.3"
"145",1996,"South Carolina","3,699,000","36,875","332","1,821",NA,"6,361","28,361","South Carolina","3,699,000","192,986","47,487","129,650","15,849","South Carolina","3,699,000","996.9",9,49.2,NA,"172","766.7","South Carolina","3,699,000","5,217.2","1,283.8","3,505.0","428.5"
"146",1996,"South Dakota","732,000","1,297","9","300",NA,"138","850","South Dakota","732,000","20,443","4,077","15,532","834","South Dakota","732,000","177.2",1.2,41,NA,"18.9","116.1","South Dakota","732,000","2,792.8","557","2,121.9","113.9"
"147",1996,"Tennessee","5,320,000","41,175","503","2,475",NA,"11,902","26,295","Tennessee","5,320,000","248,729","61,896","152,405","34,428","Tennessee","5,320,000","774",9.5,46.5,NA,"223.7","494.3","Tennessee","5,320,000","4,675.4","1,163.5","2,864.8","647.1"
"148",1996,"Texas","19,128,000","123,270","1,477","8,376",NA,"32,804","80,613","Texas","19,128,000","968,732","204,390","659,414","104,928","Texas","19,128,000","644.4",7.7,43.8,NA,"171.5","421.4","Texas","19,128,000","5,064.5","1,068.5","3,447.4","548.6"
"149",1996,"Utah","2,000,000","6,638","63","836",NA,"1,377","4,362","Utah","2,000,000","113,079","16,965","87,542","8,572","Utah","2,000,000","331.9",3.2,41.8,NA,"68.9","218.1","Utah","2,000,000","5,654.0","848.3","4,377.1","428.6"
"150",1996,"Vermont","589,000","714","11","159",NA,"91","453","Vermont","589,000","16,973","3,964","12,124","885","Vermont","589,000","121.2",1.9,27,NA,"15.4","76.9","Vermont","589,000","2,881.7","673","2,058.4","150.3"
"151",1996,"Virginia","6,675,000","22,782","500","1,783",NA,"8,181","12,318","Virginia","6,675,000","242,100","39,255","184,237","18,608","Virginia","6,675,000","341.3",7.5,26.7,NA,"122.6","184.5","Virginia","6,675,000","3,627.0","588.1","2,760.1","278.8"
"152",1996,"Washington","5,533,000","23,857","255","2,828",NA,"6,587","14,187","Washington","5,533,000","303,111","58,512","215,706","28,893","Washington","5,533,000","431.2",4.6,51.1,NA,"119","256.4","Washington","5,533,000","5,478.2","1,057.5","3,898.5","522.2"
"153",1996,"West Virginia","1,826,000","3,836","69","358",NA,"737","2,672","West Virginia","1,826,000","41,510","9,979","28,300","3,231","West Virginia","1,826,000","210.1",3.8,19.6,NA,"40.4","146.3","West Virginia","1,826,000","2,273.3","546.5","1,549.8","176.9"
"154",1996,"Wisconsin","5,160,000","13,039","204","1,086",NA,"4,982","6,767","Wisconsin","5,160,000","184,143","30,356","135,941","17,846","Wisconsin","5,160,000","252.7",4,21,NA,"96.6","131.1","Wisconsin","5,160,000","3,568.7","588.3","2,634.5","345.9"
"155",1996,"Wyoming","481,000","1,201","16","140",NA,"98","947","Wyoming","481,000","19,261","3,184","15,408","669","Wyoming","481,000","249.7",3.3,29.1,NA,"20.4","196.9","Wyoming","481,000","4,004.4","662","3,203.3","139.1"
"156",1996,"United States-Total","265,228,572","1,688,540","19,645","96,252",NA,"535,594","1,037,049","United States-Total","265,228,572","11,805,323","2,506,400","7,904,685","1,394,238","United States-Total","265,228,572","636.6",7.4,36.3,NA,"201.9","391","United States-Total","265,228,572","4,451.0","945","2,980.3","525.7"
"157",1997,"Alabama","4,319,000","24,379","426","1,396",NA,"6,931","15,626","Alabama","4,319,000","186,809","43,786","127,616","15,407","Alabama","4,319,000","564.5",9.9,32.3,NA,NA,"361.8","Alabama","4,319,000","4,325.3","1,013.8","2,954.8","356.7"
"158",1997,"Alaska","609,000","4,270","54","403",NA,"648","3,165","Alaska","609,000","27,840","4,276","20,780","2,784","Alaska","609,000","701.1",8.9,66.2,NA,NA,"519.7","Alaska","609,000","4,571.4","702.1","3,412.2","457.1"
"159",1997,"Arizona","4,555,000","28,411","375","1,492",NA,"7,547","18,997","Arizona","4,555,000","299,323","60,077","195,045","44,201","Arizona","4,555,000","623.7",8.2,32.8,NA,NA,"417.1","Arizona","4,555,000","6,571.3","1,318.9","4,282.0","970.4"
"160",1997,"Arkansas","2,523,000","13,293","250","1,098",NA,"2,814","9,131","Arkansas","2,523,000","105,759","25,568","72,253","7,938","Arkansas","2,523,000","526.9",9.9,43.5,NA,NA,"361.9","Arkansas","2,523,000","4,191.8","1,013.4","2,863.8","314.6"
"161",1997,"California","32,268,000","257,582","2,579","10,189",NA,"81,468","163,346","California","32,268,000","1,312,367","299,240","784,405","228,722","California","32,268,000","798.3",8,31.6,NA,NA,"506.2","California","32,268,000","4,067.1","927.4","2,430.9","708.8"
"162",1997,"Colorado","3,893,000","14,139","157","1,677",NA,"3,242","9,063","Colorado","3,893,000","166,902","30,994","119,801","16,107","Colorado","3,893,000","363.2",4,43.1,NA,NA,"232.8","Colorado","3,893,000","4,287.2","796.1","3,077.3","413.7"
"163",1997,"Connecticut","3,270,000","12,781","124","740",NA,"4,999","6,918","Connecticut","3,270,000","117,505","24,143","78,821","14,541","Connecticut","3,270,000","390.9",3.8,22.6,NA,NA,"211.6","Connecticut","3,270,000","3,593.4","738.3","2,410.4","444.7"
"164",1997,"Delaware","732,000","5,753","22","428",NA,"1,783","3,520","Delaware","732,000","36,578","6,421","25,904","4,253","Delaware","732,000","785.9",3,58.5,NA,NA,"480.9","Delaware","732,000","4,997.0","877.2","3,538.8","581"
"165",1997,"District of Columbia","529,000","10,708","301","218",NA,"4,501","5,688","District of Columbia","529,000","41,341","6,963","26,809","7,569","District of Columbia","529,000","2,024.2",56.9,41.2,NA,NA,"1,075.2","District of Columbia","529,000","7,814.9","1,316.3","5,067.9","1,430.8"
"166",1997,"Florida","14,654,000","149,996","1,012","7,599",NA,"40,459","100,926","Florida","14,654,000","915,613","213,926","594,492","107,195","Florida","14,654,000","1,023.6",6.9,51.9,NA,NA,"688.7","Florida","14,654,000","6,248.2","1,459.8","4,056.9","731.5"
"167",1997,"Georgia","7,486,000","45,408","563","2,328",NA,"15,473","27,044","Georgia","7,486,000","388,155","81,320","262,263","44,572","Georgia","7,486,000","606.6",7.5,31.1,NA,NA,"361.3","Georgia","7,486,000","5,185.1","1,086.3","3,503.4","595.4"
"168",1997,"Hawaii","1,187,000","3,299","47","371",NA,"1,403","1,478","Hawaii","1,187,000","68,193","12,741","48,984","6,468","Hawaii","1,187,000","277.9",4,31.3,NA,NA,"124.5","Hawaii","1,187,000","5,745.0","1,073.4","4,126.7","544.9"
"169",1997,"Idaho","1,210,000","3,107","39","350",NA,"237","2,481","Idaho","1,210,000","44,388","9,175","32,784","2,429","Idaho","1,210,000","256.8",3.2,28.9,NA,NA,"205","Idaho","1,210,000","3,668.4","758.3","2,709.4","200.7"
"170",1997,"Illinois","11,896,000","102,476","1,096","4,415",NA,"33,123","63,842","Illinois","11,896,000","509,113","103,550","350,140","55,423","Illinois","11,896,000","861.4",9.2,37.1,NA,NA,"536.7","Illinois","11,896,000","4,279.7","870.5","2,943.3","465.9"
"171",1997,"Indiana","5,864,000","30,179","430","1,928",NA,"7,763","20,058","Indiana","5,864,000","231,723","48,182","158,442","25,099","Indiana","5,864,000","514.6",7.3,32.9,NA,NA,"342.1","Indiana","5,864,000","3,951.6","821.7","2,701.9","428"
"172",1997,"Iowa","2,852,000","8,841","52","579",NA,"1,593","6,617","Iowa","2,852,000","99,986","22,003","71,301","6,682","Iowa","2,852,000","310",1.8,20.3,NA,NA,"232","Iowa","2,852,000","3,505.8","771.5","2,500.0","234.3"
"173",1997,"Kansas","2,595,000","11,151","150","1,179",NA,"2,535","7,287","Kansas","2,595,000","122,553","24,292","91,823","6,438","Kansas","2,595,000","429.7",5.8,45.4,NA,NA,"280.8","Kansas","2,595,000","4,722.7","936.1","3,538.5","248.1"
"174",1997,"Kentucky","3,908,000","12,386","228","1,304",NA,"3,546","7,308","Kentucky","3,908,000","109,819","26,638","73,487","9,694","Kentucky","3,908,000","316.9",5.8,33.4,NA,NA,"187","Kentucky","3,908,000","2,810.1","681.6","1,880.4","248.1"
"175",1997,"Louisiana","4,352,000","37,248","682","1,799",NA,"10,407","24,360","Louisiana","4,352,000","243,423","53,935","163,114","26,374","Louisiana","4,352,000","855.9",15.7,41.3,NA,NA,"559.7","Louisiana","4,352,000","5,593.4","1,239.3","3,748.0","606"
