"","year","State","Population","Violent_Crime_Total","Murder_Nonnegligent_Manslaughter","Legacy_Rape","Revised_Rape","Robbery","Aggravated_Assault","State.1","Population.1","Property_Crime_Total","Burglary","Larceny_Theft","Motor_Vehicle_Theft","State.2","Population.2","Violent_Crime_Rate","Murder_Nonnegligent_Manslaughter_Rate","Legacy_Rape_Rate","Revised_Rape_Rate","Robbery_Rate","Aggravated_Assault_Rate","State.3","Population.3","Property_Crime_Rate","Burglary_Rate","Larceny_Theft_Rate","Motor_Vehicle_Theft_Rate"
"489",2003,"Maryland","5,512,310","38,778","525","1,358",NA,"13,302","23,593","Maryland","5,512,310","209,418","38,641","134,372","36,405","Maryland","5,512,310","703.5",9.5,24.6,NA,NA,NA,"Maryland","5,512,310","3,799.1","701","2,437.7","660.4"
"490",2003,"Massachusetts","6,420,357","30,377","140","1,848",NA,"8,011","20,378","Massachusetts","6,420,357","164,543","34,963","104,069","25,511","Massachusetts","6,420,357","473.1",2.2,28.8,NA,NA,NA,"Massachusetts","6,420,357","2,562.8","544.6","1,620.9","397.3"
"491",2003,"Michigan","10,082,364","51,550","612","5,470",NA,"11,254","34,214","Michigan","10,082,364","330,565","68,316","208,538","53,711","Michigan","10,082,364","511.3",6.1,54.3,NA,NA,NA,"Michigan","10,082,364","3,278.6","677.6","2,068.3","532.7"
"492",2003,"Minnesota","5,064,172","13,316","127","2,092",NA,"3,906","7,191","Minnesota","5,064,172","157,663","27,698","116,216","13,749","Minnesota","5,064,172","262.9",2.5,41.3,NA,NA,NA,"Minnesota","5,064,172","3,113.3","546.9","2,294.9","271.5"
"493",2003,"Mississippi","2,882,594","9,336","267","1,079",NA,"3,016","4,974","Mississippi","2,882,594","106,867","29,564","68,307","8,996","Mississippi","2,882,594","323.9",9.3,37.4,NA,NA,NA,"Mississippi","2,882,594","3,707.3","1,025.6","2,369.6","312.1"
"494",2003,"Missouri","5,719,204","28,067","289","1,400",NA,"6,686","19,692","Missouri","5,719,204","233,564","41,997","161,616","29,951","Missouri","5,719,204","490.8",5.1,24.5,NA,NA,NA,"Missouri","5,719,204","4,083.9","734.3","2,825.8","523.7"
"495",2003,"Montana","918,157","3,351","30","246",NA,"298","2,777","Montana","918,157","28,428","3,722","22,800","1,906","Montana","918,157","365",3.3,26.8,NA,NA,NA,"Montana","918,157","3,096.2","405.4","2,483.2","207.6"
"496",2003,"Nebraska","1,737,475","5,105","56","504",NA,"1,165","3,380","Nebraska","1,737,475","65,189","10,133","48,924","6,132","Nebraska","1,737,475","293.8",3.2,29,NA,"67.1",NA,"Nebraska","1,737,475","3,751.9","583.2","2,815.8","352.9"
"497",2003,"Nevada","2,242,207","13,813","197","871",NA,"5,225","7,520","Nevada","2,242,207","96,128","21,958","53,321","20,849","Nevada","2,242,207","616",8.8,38.8,NA,NA,NA,"Nevada","2,242,207","4,287.2","979.3","2,378.1","929.8"
"498",2003,"New Hampshire","1,288,705","1,937","17","438",NA,"480","1,002","New Hampshire","1,288,705","26,456","4,589","19,934","1,933","New Hampshire","1,288,705","150.3",1.3,34,NA,NA,NA,"New Hampshire","1,288,705","2,052.9","356.1","1,546.8","150"
"499",2003,"New Jersey","8,642,412","31,488","406","1,288",NA,"13,342","16,452","New Jersey","8,642,412","220,350","43,457","142,287","34,606","New Jersey","8,642,412","364.3",4.7,14.9,NA,NA,NA,"New Jersey","8,642,412","2,549.6","502.8","1,646.4","400.4"
"500",2003,"New Mexico","1,878,562","12,535","116","940",NA,"1,937","9,542","New Mexico","1,878,562","76,816","18,997","50,595","7,224","New Mexico","1,878,562","667.3",6.2,50,NA,NA,NA,"New Mexico","1,878,562","4,089.1","1,011.3","2,693.3","384.5"
"501",2003,"New York","19,212,425","89,486","934","3,775",NA,"35,790","48,987","New York","19,212,425","432,079","75,453","311,422","45,204","New York","19,212,425","465.8",4.9,19.6,NA,NA,"255","New York","19,212,425","2,249.0","392.7","1,620.9","235.3"
"502",2003,"North Carolina","8,421,190","38,243","506","2,139",NA,"12,229","23,369","North Carolina","8,421,190","359,660","100,687","232,081","26,892","North Carolina","8,421,190","454.1",6,25.4,NA,NA,NA,"North Carolina","8,421,190","4,270.9","1,195.6","2,755.9","319.3"
"503",2003,"North Dakota","633,400","508","9","160",NA,"53","286","North Dakota","633,400","13,364","1,959","10,327","1,078","North Dakota","633,400","80.2",1.4,25.3,NA,NA,NA,"North Dakota","633,400","2,109.9","309.3","1,630.4","170.2"
"504",2003,"Ohio","11,437,680","38,185","526","4,660",NA,"16,895","16,104","Ohio","11,437,680","417,483","95,083","281,383","41,017","Ohio","11,437,680","333.9",4.6,40.7,NA,NA,NA,"Ohio","11,437,680","3,650.1","831.3","2,460.1","358.6"
"505",2003,"Oklahoma","3,506,469","17,758","206","1,501",NA,"3,224","12,827","Oklahoma","3,506,469","151,208","34,846","103,404","12,958","Oklahoma","3,506,469","506.4",5.9,42.8,NA,NA,NA,"Oklahoma","3,506,469","4,312.3","993.8","2,948.9","369.5"
"506",2003,"Oregon","3,564,330","10,506","68","1,218",NA,"2,847","6,373","Oregon","3,564,330","169,863","28,562","122,327","18,974","Oregon","3,564,330","294.8",1.9,34.2,NA,NA,NA,"Oregon","3,564,330","4,765.6","801.3","3,432.0","532.3"
"507",2003,"Pennsylvania","12,370,761","49,210","647","3,556",NA,"17,980","27,027","Pennsylvania","12,370,761","300,639","53,918","213,279","33,442","Pennsylvania","12,370,761","397.8",5.2,28.7,NA,NA,NA,"Pennsylvania","12,370,761","2,430.2","435.9","1,724.1","270.3"
"508",2003,"Rhode Island","1,076,084","3,074","25","505",NA,"830","1,714","Rhode Island","1,076,084","32,231","5,524","22,320","4,387","Rhode Island","1,076,084","285.7",2.3,46.9,NA,NA,NA,"Rhode Island","1,076,084","2,995.2","513.3","2,074.2","407.7"
"509",2003,"South Carolina","4,148,744","33,455","303","1,952",NA,"5,801","25,399","South Carolina","4,148,744","187,592","43,993","127,809","15,790","South Carolina","4,148,744","806.4",7.3,47.1,NA,NA,NA,"South Carolina","4,148,744","4,521.7","1,060.4","3,080.7","380.6"
"510",2003,"South Dakota","764,905","1,329","10","356",NA,"104","859","South Dakota","764,905","15,324","2,878","11,572","874","South Dakota","764,905","173.7",1.3,46.5,NA,NA,NA,"South Dakota","764,905","2,003.4","376.3","1,512.9","114.3"
"511",2003,"Tennessee","5,845,208","40,409","396","2,129",NA,"9,413","28,471","Tennessee","5,845,208","256,565","63,323","166,769","26,473","Tennessee","5,845,208","691.3",6.8,36.4,NA,NA,NA,"Tennessee","5,845,208","4,389.3","1,083.3","2,853.1","452.9"
"512",2003,"Texas","22,103,374","122,246","1,422","8,025",NA,"37,017","75,782","Texas","22,103,374","1,016,735","219,877","698,644","98,214","Texas","22,103,374","553.1",6.4,36.3,NA,NA,NA,"Texas","22,103,374","4,599.9","994.8","3,160.8","444.3"
"513",2003,"Utah","2,352,119","5,889","60","919",NA,"1,258","3,652","Utah","2,352,119","100,084","16,961","75,321","7,802","Utah","2,352,119","250.4",2.6,39.1,NA,NA,NA,"Utah","2,352,119","4,255.1","721.1","3,202.3","331.7"
"514",2003,"Vermont","619,343","707","15","126",NA,"62","504","Vermont","619,343","13,803","3,017","10,132","654","Vermont","619,343","114.2",2.4,20.3,NA,"10",NA,"Vermont","619,343","2,228.7","487.1","1,635.9","105.6"
"515",2003,"Virginia","7,365,284","20,490","416","1,807",NA,"6,713","11,554","Virginia","7,365,284","200,449","29,105","153,367","17,977","Virginia","7,365,284","278.2",5.6,24.5,NA,NA,NA,"Virginia","7,365,284","2,721.5","395.2","2,082.3","244.1"
"516",2003,"Washington","6,131,298","21,272","182","2,863",NA,"5,718","12,509","Washington","6,131,298","291,542","58,271","192,653","40,618","Washington","6,131,298","346.9",3,46.7,NA,NA,NA,"Washington","6,131,298","4,755.0","950.4","3,142.1","662.5"
"517",2003,"West Virginia","1,811,440","4,627","73","311",NA,"701","3,542","West Virginia","1,811,440","42,370","10,498","28,409","3,463","West Virginia","1,811,440","255.4",4,17.2,NA,NA,NA,"West Virginia","1,811,440","2,339.0","579.5","1,568.3","191.2"
"518",2003,"Wisconsin","5,474,290","12,104","183","1,202",NA,"4,397","6,322","Wisconsin","5,474,290","157,684","26,546","118,775","12,363","Wisconsin","5,474,290","221.1",3.3,22,NA,NA,NA,"Wisconsin","5,474,290","2,880.4","484.9","2,169.7","225.8"
"519",2003,"Wyoming","502,111","1,314","14","136",NA,"84","1,080","Wyoming","502,111","16,648","2,611","13,239","798","Wyoming","502,111","261.7",2.8,27.1,NA,NA,"215.1","Wyoming","502,111","3,315.6","520","2,636.7","158.9"
"520",2003,"United States-Total","290,788,976","1,383,676","16,528","93,883",NA,"414,235","859,030","United States-Total","290,788,976","10,442,862","2,154,834","7,026,802","1,261,226","United States-Total","290,788,976","475.8",5.7,32.3,NA,NA,NA,"United States-Total","290,788,976","3,591.2","741","2,416.5","433.7"
"521",2004,"Alabama","4,525,375","19,324","254","1,742",NA,"6,042","11,286","Alabama","4,525,375","182,340","44,666","123,650","14,024","Alabama","4,525,375","427",5.6,38.5,NA,NA,NA,"Alabama","4,525,375","4,029.3","987","2,732.4","309.9"
"522",2004,"Alaska","657,755","4,159","37","558",NA,"447","3,117","Alaska","657,755","22,172","3,773","16,159","2,240","Alaska","657,755","632.3",5.6,84.8,NA,NA,NA,"Alaska","657,755","3,370.9","573.6","2,456.7","340.6"
"523",2004,"Arizona","5,739,879","28,952","414","1,896",NA,"7,721","18,921","Arizona","5,739,879","291,203","56,885","179,012","55,306","Arizona","5,739,879","504.4",7.2,33,NA,NA,NA,"Arizona","5,739,879","5,073.3","991","3,118.7","963.5"
"524",2004,"Arkansas","2,750,000","13,814","176","1,183",NA,"2,372","10,083","Arkansas","2,750,000","110,911","30,151","74,242","6,518","Arkansas","2,750,000","502.3",6.4,43,NA,NA,NA,"Arkansas","2,750,000","4,033.1","1,096.4","2,699.7","237"
"525",2004,"California","35,842,038","189,175","2,392","9,615",NA,"61,768","115,400","California","35,842,038","1,227,194","245,903","728,687","252,604","California","35,842,038","527.8",6.7,26.8,NA,NA,NA,"California","35,842,038","3,423.9","686.1","2,033.1","704.8"
"526",2004,"Colorado","4,601,821","17,121","201","1,945",NA,"3,739","11,236","Colorado","4,601,821","180,322","33,010","123,308","24,004","Colorado","4,601,821","372",4.4,42.3,NA,NA,NA,"Colorado","4,601,821","3,918.5","717.3","2,679.5","521.6"
"527",2004,"Connecticut","3,498,966","10,113","100","755",NA,"4,188","5,070","Connecticut","3,498,966","93,942","15,959","66,770","11,213","Connecticut","3,498,966","289",2.9,21.6,NA,NA,NA,"Connecticut","3,498,966","2,684.9","456.1","1,908.3","320.5"
"528",2004,"Delaware","830,069","5,105","28","357",NA,"1,343","3,377","Delaware","830,069","27,256","5,669","19,285","2,302","Delaware","830,069","615",3.4,43,NA,NA,NA,"Delaware","830,069","3,283.6","683","2,323.3","277.3"
"529",2004,"District of Columbia","554,239","7,590","198","222",NA,"3,202","3,968","District of Columbia","554,239","26,896","3,946","14,542","8,408","District of Columbia","554,239","1,369.4",35.7,40.1,NA,NA,NA,"District of Columbia","554,239","4,852.8","712","2,623.8","1,517.0"
"530",2004,"Florida","17,385,430","123,754","946","6,612",NA,"29,997","86,199","Florida","17,385,430","727,141","166,332","482,484","78,325","Florida","17,385,430","711.8",5.4,38,NA,NA,NA,"Florida","17,385,430","4,182.5","956.7","2,775.2","450.5"
"531",2004,"Georgia","8,918,129","40,217","613","2,387",NA,"13,656","23,561","Georgia","8,918,129","376,656","82,992","249,426","44,238","Georgia","8,918,129","451",6.9,26.8,NA,NA,NA,"Georgia","8,918,129","4,223.5","930.6","2,796.8","496"
"532",2004,"Hawaii","1,262,124","3,213","33","333",NA,"944","1,903","Hawaii","1,262,124","60,525","10,827","41,078","8,620","Hawaii","1,262,124","254.6",2.6,26.4,NA,NA,NA,"Hawaii","1,262,124","4,795.5","857.8","3,254.7","683"
"533",2004,"Idaho","1,395,140","3,452","31","594",NA,"241","2,586","Idaho","1,395,140","38,799","7,671","28,389","2,739","Idaho","1,395,140","247.4",2.2,42.6,NA,NA,NA,"Idaho","1,395,140","2,781.0","549.8","2,034.8","196.3"
"534",2004,"Illinois","12,712,016","69,365","780","4,220",NA,"22,582","41,783","Illinois","12,712,016","403,486","76,088","287,025","40,373","Illinois","12,712,016","545.7",6.1,33.2,NA,NA,NA,"Illinois","12,712,016","3,174.1","598.6","2,257.9","317.6"
"535",2004,"Indiana","6,226,537","20,294","316","1,803",NA,"6,373","11,802","Indiana","6,226,537","211,929","42,168","148,670","21,091","Indiana","6,226,537","325.9",5.1,29,NA,NA,NA,"Indiana","6,226,537","3,403.6","677.2","2,387.7","338.7"
"536",2004,"Iowa","2,952,904","8,499","44","782",NA,"1,160","6,513","Iowa","2,952,904","85,775","17,928","62,214","5,633","Iowa","2,952,904","287.8",1.5,26.5,NA,NA,NA,"Iowa","2,952,904","2,904.8","607.1","2,106.9","190.8"
"537",2004,"Kansas","2,733,697","10,330","122","1,142",NA,"1,812","7,254","Kansas","2,733,697","109,771","20,146","81,115","8,510","Kansas","2,733,697","377.9",4.5,41.8,NA,NA,NA,"Kansas","2,733,697","4,015.5","737","2,967.2","311.3"
"538",2004,"Kentucky","4,141,835","10,152","236","1,238",NA,"3,268","5,410","Kentucky","4,141,835","105,209","25,902","70,535","8,772","Kentucky","4,141,835","245.1",5.7,29.9,NA,NA,NA,"Kentucky","4,141,835","2,540.2","625.4","1,703.0","211.8"
"539",2004,"Louisiana","4,506,685","28,844","574","1,616",NA,"6,564","20,090","Louisiana","4,506,685","199,153","45,359","134,080","19,714","Louisiana","4,506,685","640",12.7,35.9,NA,NA,NA,"Louisiana","4,506,685","4,419.1","1,006.5","2,975.1","437.4"
"540",2004,"Maine","1,314,985","1,364","18","315",NA,"289","742","Maine","1,314,985","31,740","6,341","24,096","1,303","Maine","1,314,985","103.7",1.4,24,NA,NA,NA,"Maine","1,314,985","2,413.7","482.2","1,832.4","99.1"
"541",2004,"Maryland","5,561,332","38,961","521","1,317",NA,"12,772","24,351","Maryland","5,561,332","202,474","36,704","129,888","35,882","Maryland","5,561,332","700.6",9.4,23.7,NA,NA,NA,"Maryland","5,561,332","3,640.7","660","2,335.6","645.2"
"542",2004,"Massachusetts","6,407,382","29,489","171","1,794",NA,"7,484","20,040","Massachusetts","6,407,382","158,150","34,497","101,605","22,048","Massachusetts","6,407,382","460.2",2.7,28,NA,NA,NA,"Massachusetts","6,407,382","2,468.2","538.4","1,585.7","344.1"
"543",2004,"Michigan","10,104,206","49,737","643","5,482",NA,"11,336","32,276","Michigan","10,104,206","309,805","64,233","194,988","50,584","Michigan","10,104,206","492.2",6.4,54.3,NA,NA,NA,"Michigan","10,104,206","3,066.1","635.7","1,929.8","500.6"
"544",2004,"Minnesota","5,096,546","13,751","113","2,123",NA,"4,070","7,445","Minnesota","5,096,546","155,019","28,048","113,453","13,518","Minnesota","5,096,546","269.8",2.2,41.7,NA,NA,NA,"Minnesota","5,096,546","3,041.6","550.3","2,226.1","265.2"
"545",2004,"Mississippi","2,900,768","8,568","227","1,161",NA,"2,503","4,677","Mississippi","2,900,768","100,980","27,661","65,440","7,879","Mississippi","2,900,768","295.4",7.8,40,NA,NA,NA,"Mississippi","2,900,768","3,481.1","953.6","2,256.0","271.6"
"546",2004,"Missouri","5,759,532","28,226","354","1,479",NA,"6,630","19,763","Missouri","5,759,532","224,629","40,472","158,264","25,893","Missouri","5,759,532","490.1",6.1,25.7,NA,"115.1",NA,"Missouri","5,759,532","3,900.1","702.7","2,747.9","449.6"
"547",2004,"Montana","926,920","2,723","30","273",NA,"233","2,187","Montana","926,920","27,215","3,515","22,082","1,618","Montana","926,920","293.8",3.2,29.5,NA,NA,"235.9","Montana","926,920","2,936.1","379.2","2,382.3","174.6"
"548",2004,"Nebraska","1,747,704","5,393","40","620",NA,"1,138","3,595","Nebraska","1,747,704","61,512","9,826","46,399","5,287","Nebraska","1,747,704","308.6",2.3,35.5,NA,NA,NA,"Nebraska","1,747,704","3,519.6","562.2","2,654.9","302.5"
"549",2004,"Nevada","2,332,898","14,379","172","954",NA,"4,905","8,348","Nevada","2,332,898","98,215","23,142","52,438","22,635","Nevada","2,332,898","616.4",7.4,40.9,NA,NA,NA,"Nevada","2,332,898","4,210.0","992","2,247.8","970.3"
"550",2004,"New Hampshire","1,299,169","2,202","17","466",NA,"500","1,219","New Hampshire","1,299,169","26,658","4,979","19,723","1,956","New Hampshire","1,299,169","169.5",1.3,35.9,NA,NA,NA,"New Hampshire","1,299,169","2,051.9","383.2","1,518.1","150.6"
"551",2004,"New Jersey","8,685,166","30,943","392","1,331",NA,"13,076","16,144","New Jersey","8,685,166","211,313","41,030","139,977","30,306","New Jersey","8,685,166","356.3",4.5,15.3,NA,NA,NA,"New Jersey","8,685,166","2,433.0","472.4","1,611.7","348.9"
"552",2004,"New Mexico","1,903,006","13,081","169","1,039",NA,"2,062","9,811","New Mexico","1,903,006","79,895","19,924","52,069","7,902","New Mexico","1,903,006","687.4",8.9,54.6,NA,NA,NA,"New Mexico","1,903,006","4,198.4","1,047.0","2,736.1","415.2"
"553",2004,"New York","19,280,727","84,914","889","3,608",NA,"33,506","46,911","New York","19,280,727","422,734","70,696","311,036","41,002","New York","19,280,727","440.4",4.6,18.7,NA,"173.8",NA,"New York","19,280,727","2,192.5","366.7","1,613.2","212.7"
"554",2004,"North Carolina","8,540,468","38,244","532","2,339",NA,"11,782","23,591","North Carolina","8,540,468","355,328","101,193","227,147","26,988","North Carolina","8,540,468","447.8",6.2,27.4,NA,NA,NA,"North Carolina","8,540,468","4,160.5","1,184.9","2,659.7","316"
"555",2004,"North Dakota","636,308","558","8","177",NA,"43","330","North Dakota","636,308","12,493","2,040","9,516","937","North Dakota","636,308","87.7",1.3,27.8,NA,NA,NA,"North Dakota","636,308","1,963.4","320.6","1,495.5","147.3"
"556",2004,"Ohio","11,450,143","38,787","506","4,744",NA,"17,429","16,108","Ohio","11,450,143","419,337","96,518","282,168","40,651","Ohio","11,450,143","338.7",4.4,41.4,NA,NA,NA,"Ohio","11,450,143","3,662.3","842.9","2,464.3","355"
"557",2004,"Oklahoma","3,523,546","17,635","186","1,557",NA,"3,090","12,802","Oklahoma","3,523,546","149,472","35,244","101,271","12,957","Oklahoma","3,523,546","500.5",5.3,44.2,NA,NA,NA,"Oklahoma","3,523,546","4,242.1","1,000.2","2,874.1","367.7"
"558",2004,"Oregon","3,591,363","10,724","90","1,283",NA,"2,751","6,600","Oregon","3,591,363","166,475","30,072","117,868","18,535","Oregon","3,591,363","298.6",2.5,35.7,NA,NA,NA,"Oregon","3,591,363","4,635.4","837.3","3,282.0","516.1"
"559",2004,"Pennsylvania","12,394,471","50,998","650","3,535",NA,"18,474","28,339","Pennsylvania","12,394,471","299,611","54,443","214,199","30,969","Pennsylvania","12,394,471","411.5",5.2,28.5,NA,NA,NA,"Pennsylvania","12,394,471","2,417.3","439.3","1,728.2","249.9"
"560",2004,"Rhode Island","1,079,916","2,673","26","320",NA,"731","1,596","Rhode Island","1,079,916","31,166","5,465","21,623","4,078","Rhode Island","1,079,916","247.5",2.4,29.6,NA,NA,NA,"Rhode Island","1,079,916","2,886.0","506.1","2,002.3","377.6"
"561",2004,"South Carolina","4,197,892","33,160","286","1,772",NA,"5,468","25,634","South Carolina","4,197,892","190,456","43,739","130,991","15,726","South Carolina","4,197,892","789.9",6.8,42.2,NA,NA,NA,"South Carolina","4,197,892","4,536.9","1,041.9","3,120.4","374.6"
"562",2004,"South Dakota","770,621","1,319","17","336",NA,"112","854","South Dakota","770,621","14,885","3,148","10,890","847","South Dakota","770,621","171.2",2.2,43.6,NA,NA,NA,"South Dakota","770,621","1,931.6","408.5","1,413.1","109.9"
"563",2004,"Tennessee","5,893,298","41,113","357","2,282",NA,"8,863","29,611","Tennessee","5,893,298","254,991","60,386","169,828","24,777","Tennessee","5,893,298","697.6",6.1,38.7,NA,"150.4",NA,"Tennessee","5,893,298","4,326.8","1,024.7","2,881.7","420.4"
"564",2004,"Texas","22,471,549","121,554","1,364","8,388",NA,"35,817","75,985","Texas","22,471,549","1,010,702","220,118","696,507","94,077","Texas","22,471,549","540.9",6.1,37.3,NA,NA,NA,"Texas","22,471,549","4,497.7","979.5","3,099.5","418.6"
"565",2004,"Utah","2,420,708","5,647","46","967",NA,"1,236","3,398","Utah","2,420,708","97,762","15,225","74,889","7,648","Utah","2,420,708","233.3",1.9,39.9,NA,NA,NA,"Utah","2,420,708","4,038.6","628.9","3,093.7","315.9"
"566",2004,"Vermont","621,233","713","16","160",NA,"78","459","Vermont","621,233","14,559","3,435","10,537","587","Vermont","621,233","114.8",2.6,25.8,NA,NA,NA,"Vermont","621,233","2,343.6","552.9","1,696.1","94.5"
"567",2004,"Virginia","7,481,332","20,608","390","1,816",NA,"6,899","11,503","Virginia","7,481,332","200,368","28,759","154,154","17,455","Virginia","7,481,332","275.5",5.2,24.3,NA,NA,NA,"Virginia","7,481,332","2,678.2","384.4","2,060.5","233.3"
"568",2004,"Washington","6,207,046","21,330","190","2,857",NA,"5,866","12,417","Washington","6,207,046","300,837","60,632","196,972","43,233","Washington","6,207,046","343.6",3.1,46,NA,NA,NA,"Washington","6,207,046","4,846.7","976.8","3,173.4","696.5"
"569",2004,"West Virginia","1,812,548","5,110","68","346",NA,"774","3,922","West Virginia","1,812,548","46,326","10,994","31,566","3,766","West Virginia","1,812,548","281.9",3.8,19.1,NA,"42.7",NA,"West Virginia","1,812,548","2,555.8","606.5","1,741.5","207.8"
"570",2004,"Wisconsin","5,503,533","11,548","154","1,136",NA,"4,067","6,191","Wisconsin","5,503,533","146,710","23,854","111,482","11,374","Wisconsin","5,503,533","209.8",2.8,20.6,NA,NA,NA,"Wisconsin","5,503,533","2,665.7","433.4","2,025.6","206.7"
"571",2004,"Wyoming","505,887","1,163","11","112",NA,"67","973","Wyoming","505,887","16,889","2,738","13,352","799","Wyoming","505,887","229.9",2.2,22.1,NA,NA,NA,"Wyoming","505,887","3,338.5","541.2","2,639.3","157.9"
"572",2004,"United States-Total","293,656,842","1,360,088","16,148","95,089",NA,"401,470","847,381","United States-Total","293,656,842","10,319,386","2,144,446","6,937,089","1,237,851","United States-Total","293,656,842","463.2",5.5,32.4,NA,NA,NA,"United States-Total","293,656,842","3,514.1","730.3","2,362.3","421.5"
"573",2005,"Alabama","4,548,327","19,678","374","1,564",NA,"6,447","11,293","Alabama","4,548,327","177,393","43,473","120,780","13,140","Alabama","4,548,327","433",8.2,34.4,NA,NA,NA,"Alabama","4,548,327","3,900.0","955.8","2,656.0","289"
"574",2005,"Alaska","663,253","4,194","32","538",NA,"537","3,087","Alaska","663,253","23,975","4,131","17,249","2,595","Alaska","663,253","632",4.8,81.1,NA,NA,NA,"Alaska","663,253","3,615.0","622.8","2,601.0","391"
"575",2005,"Arizona","5,953,007","30,478","445","2,006",NA,"8,579","19,448","Arizona","5,953,007","287,345","56,328","176,112","54,905","Arizona","5,953,007","512",7.5,33.7,NA,NA,NA,"Arizona","5,953,007","4,827.0","946.2","2,958.0","922"
"576",2005,"Arkansas","2,775,708","14,670","189","1,202",NA,"2,532","10,747","Arkansas","2,775,708","112,914","30,118","75,510","7,286","Arkansas","2,775,708","528",6.8,43.3,NA,NA,NA,"Arkansas","2,775,708","4,068.0","1,085.1","2,720.0","262"
"577",2005,"California","36,154,147","190,178","2,503","9,392",NA,"63,622","114,661","California","36,154,147","1,200,531","250,521","692,467","257,543","California","36,154,147","526",6.9,26,NA,NA,NA,"California","36,154,147","3,321.0","692.9","1,915.0","712"
"578",2005,"Colorado","4,663,295","18,498","173","2,026",NA,"3,948","12,351","Colorado","4,663,295","188,449","34,746","127,602","26,101","Colorado","4,663,295","397",3.7,43.4,NA,NA,NA,"Colorado","4,663,295","4,041.0","745.1","2,736.0","560"
"579",2005,"Connecticut","3,500,701","9,542","105","712",NA,"3,933","4,792","Connecticut","3,500,701","90,270","15,245","64,416","10,609","Connecticut","3,500,701","273",3,20.3,NA,NA,NA,"Connecticut","3,500,701","2,579.0","435.5","1,840.0","303"
"580",2005,"Delaware","841,741","5,332","37","377",NA,"1,306","3,612","Delaware","841,741","26,245","5,811","18,085","2,349","Delaware","841,741","633",4.4,44.8,NA,NA,NA,"Delaware","841,741","3,118.0","690.4","2,148.0","279"
"581",2005,"District of Columbia","582,049","8,032","195","166",NA,"3,700","3,971","District of Columbia","582,049","26,133","3,577","14,836","7,720","District of Columbia","582,049","1,380.0",33.5,28.5,NA,NA,NA,"District of Columbia","582,049","4,490.0","614.6","2,549.0","1,326.0"
"582",2005,"Florida","17,768,191","125,957","883","6,592",NA,"30,141","88,341","Florida","17,768,191","712,998","164,783","472,912","75,303","Florida","17,768,191","709",5,37.1,NA,"169.6",NA,"Florida","17,768,191","4,013.0","927.4","2,662.0","424"
"583",2005,"Georgia","9,132,553","40,725","564","2,143",NA,"14,041","23,977","Georgia","9,132,553","378,534","84,463","249,594","44,477","Georgia","9,132,553","446",6.2,23.5,NA,NA,NA,"Georgia","9,132,553","4,145.0","924.9","2,733.0","487"
"584",2005,"Hawaii","1,273,278","3,253","24","343",NA,"1,001","1,885","Hawaii","1,273,278","61,115","9,792","42,188","9,135","Hawaii","1,273,278","256",1.9,26.9,NA,NA,NA,"Hawaii","1,273,278","4,800.0","769","3,313.0","717"
"585",2005,"Idaho","1,429,367","3,670","35","577",NA,"266","2,792","Idaho","1,429,367","38,556","8,066","27,606","2,884","Idaho","1,429,367","257",2.4,40.4,NA,NA,NA,"Idaho","1,429,367","2,697.0","564.3","1,931.0","202"
"586",2005,"Illinois","12,765,427","70,496","770","4,313",NA,"23,255","42,158","Illinois","12,765,427","394,670","77,635","277,662","39,373","Illinois","12,765,427","552",6,33.8,NA,NA,NA,"Illinois","12,765,427","3,092.0","608.2","2,175.0","308"
"587",2005,"Indiana","6,266,019","20,302","356","1,856",NA,"6,809","11,281","Indiana","6,266,019","216,778","43,756","151,278","21,744","Indiana","6,266,019","324",5.7,29.6,NA,NA,NA,"Indiana","6,266,019","3,460.0","698.3","2,414.0","347"
"588",2005,"Iowa","2,965,524","8,697","40","847",NA,"1,153","6,657","Iowa","2,965,524","84,370","18,147","60,723","5,500","Iowa","2,965,524","293",1.3,28.6,NA,NA,NA,"Iowa","2,965,524","2,845.0","611.9","2,048.0","186"
"589",2005,"Kansas","2,748,172","10,701","101","1,098",NA,"1,795","7,707","Kansas","2,748,172","104,588","19,028","76,222","9,338","Kansas","2,748,172","389",3.7,40,NA,NA,NA,"Kansas","2,748,172","3,806.0","692.4","2,774.0","340"
"590",2005,"Kentucky","4,172,608","11,134","190","1,421",NA,"3,690","5,833","Kentucky","4,172,608","105,608","26,458","70,354","8,796","Kentucky","4,172,608","267",4.6,34.1,NA,NA,NA,"Kentucky","4,172,608","2,531.0","634.1","1,686.0","211"
"591",2005,"Louisiana","4,507,331","26,889","450","1,421",NA,"5,337","19,681","Louisiana","4,507,331","166,611","39,382","112,840","14,389","Louisiana","4,507,331","597",10,31.5,NA,NA,"436.6","Louisiana","4,507,331","3,696.0","873.7","2,504.0","319"
"592",2005,"Maine","1,318,220","1,483","19","326",NA,"323","815","Maine","1,318,220","31,889","6,323","24,218","1,348","Maine","1,318,220","112",1.4,24.7,NA,NA,NA,"Maine","1,318,220","2,419.0","479.7","1,837.0","102"
"593",2005,"Maryland","5,589,599","39,369","552","1,266",NA,"14,378","23,173","Maryland","5,589,599","198,483","35,922","128,491","34,070","Maryland","5,589,599","704",9.9,22.6,NA,NA,NA,"Maryland","5,589,599","3,551.0","642.7","2,299.0","610"
